market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,33,37,47.14,-7845.28,-112.08,2210.12,-1060.2,0.6977
commodities,GCF,59,20,39,33.9,-7621.26,-129.17,429.67,-638.53,0.2776
commodities,HGF,53,16,37,30.19,-5985.91,-112.94,490.09,-412.01,0.2815
commodities,NGF,71,38,33,53.52,1427.37,20.1,1969.36,-805.43,1.087
commodities,SIF,68,37,31,54.41,-185.59,-2.73,975.95,-925.69,0.9866
derivatives,CNXAUTO,43,13,30,30.23,-4207.83,-97.86,934.79,-557.97,0.4572
derivatives,CNXFMCG,56,21,35,37.5,-3197.77,-57.1,705.91,-474.97,0.5507
derivatives,CNXIT,53,24,29,45.28,-4264.93,-80.47,553.85,-615.15,0.5159
derivatives,NSEBANK,50,22,28,44.0,-1880.8,-37.62,550.06,-278.82,0.4719
derivatives,NSEI,49,16,33,32.65,-3917.92,-79.96,613.93,-358.4,0.4111
equity,BHARTIARTL_NS,57,29,28,50.88,-2832.72,-49.7,790.76,-559.18,0.6825
equity,HDFCBANK_NS,46,19,27,41.3,-5228.25,-113.66,779.08,-668.2,0.4363
equity,ICICIBANK_NS,52,26,26,50.0,-2874.47,-55.28,1002.54,-659.59,0.6377
equity,INFY_NS,53,28,25,52.83,-3848.92,-72.62,531.87,-735.99,0.6495
equity,ITC_NS,57,21,36,36.84,-5337.73,-93.64,546.5,-479.96,0.3703
equity,KOTAKBANK_NS,41,10,31,24.39,-8392.17,-204.69,640.72,-571.94,0.2492
equity,LT_NS,58,25,33,43.1,-6346.0,-109.41,1912.77,-680.57,0.4657
equity,RELIANCE_NS,55,20,35,36.36,-8406.66,-152.85,246.79,-704.75,0.2635
equity,SBIN_NS,49,22,27,44.9,-6594.57,-134.58,613.81,-683.14,0.3837
equity,TCS_NS,44,18,26,40.91,-5599.61,-127.26,541.21,-727.13,0.3965
